activation_month,observation_month,months_since_activation,prior_revenue_lifecycle_state,revenue_lifecycle_state,persona,initial_subscription_group,segment_level,companies,transition_rate_from_prior_state_pct
2026-01-01,2026-03-01,2,Active,Active,Retail,free,persona_x_initial_plan,143,94.7
2026-01-01,2026-03-01,2,Active,At-risk,Retail,free,persona_x_initial_plan,8,5.3
2026-01-01,2026-03-01,2,At-risk,At-risk,Retail,free,persona_x_initial_plan,8,100.0
2026-01-01,2026-03-01,2,Active,Active,Retail,plus,persona_x_initial_plan,39,95.12
2026-01-01,2026-03-01,2,Active,At-risk,Retail,plus,persona_x_initial_plan,2,4.88
2026-01-01,2026-03-01,2,At-risk,Active,Retail,plus,persona_x_initial_plan,2,40.0
2026-01-01,2026-03-01,2,At-risk,At-risk,Retail,plus,persona_x_initial_plan,3,60.0
2026-01-01,2026-03-01,2,Active,Active,Retail,start,persona_x_initial_plan,161,94.71
2026-01-01,2026-03-01,2,Active,At-risk,Retail,start,persona_x_initial_plan,9,5.29
2026-01-01,2026-03-01,2,At-risk,Active,Retail,start,persona_x_initial_plan,1,12.5
2026-01-01,2026-03-01,2,At-risk,At-risk,Retail,start,persona_x_initial_plan,7,87.5
2026-01-01,2026-03-01,2,Never monetized,Never monetized,Retail,start,persona_x_initial_plan,1,100.0
2026-01-01,2026-03-01,2,Active,Active,Wholesale,business,persona_x_initial_plan,1,100.0
2026-01-01,2026-03-01,2,Active,Active,Wholesale,free,persona_x_initial_plan,17,94.44
2026-01-01,2026-03-01,2,Active,At-risk,Wholesale,free,persona_x_initial_plan,1,5.56
2026-01-01,2026-03-01,2,At-risk,At-risk,Wholesale,free,persona_x_initial_plan,1,100.0
2026-01-01,2026-03-01,2,Active,Active,Wholesale,plus,persona_x_initial_plan,9,90.0
2026-01-01,2026-03-01,2,Active,At-risk,Wholesale,plus,persona_x_initial_plan,1,10.0
2026-01-01,2026-03-01,2,At-risk,At-risk,Wholesale,plus,persona_x_initial_plan,1,100.0
2026-01-01,2026-03-01,2,Active,Active,Wholesale,start,persona_x_initial_plan,24,92.31
2026-01-01,2026-03-01,2,Active,At-risk,Wholesale,start,persona_x_initial_plan,2,7.69
2026-01-01,2026-03-01,2,At-risk,At-risk,Wholesale,start,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,ALL,business,initial_plan,42,95.45
2026-01-01,2026-04-01,3,Active,At-risk,ALL,business,initial_plan,2,4.55
2026-01-01,2026-04-01,3,At-risk,At-risk,ALL,business,initial_plan,7,77.78
2026-01-01,2026-04-01,3,At-risk,Churned proxy,ALL,business,initial_plan,2,22.22
2026-01-01,2026-04-01,3,Active,Active,ALL,free,initial_plan,1005,96.91
2026-01-01,2026-04-01,3,Active,At-risk,ALL,free,initial_plan,32,3.09
2026-01-01,2026-04-01,3,At-risk,Active,ALL,free,initial_plan,10,11.36
2026-01-01,2026-04-01,3,At-risk,At-risk,ALL,free,initial_plan,44,50.0
2026-01-01,2026-04-01,3,At-risk,Churned proxy,ALL,free,initial_plan,34,38.64
2026-01-01,2026-04-01,3,Never monetized,Active,ALL,free,initial_plan,1,20.0
2026-01-01,2026-04-01,3,Never monetized,Never monetized,ALL,free,initial_plan,4,80.0
2026-01-01,2026-04-01,3,Active,Active,ALL,plus,initial_plan,314,95.73
2026-01-01,2026-04-01,3,Active,At-risk,ALL,plus,initial_plan,14,4.27
2026-01-01,2026-04-01,3,At-risk,At-risk,ALL,plus,initial_plan,16,59.26
2026-01-01,2026-04-01,3,At-risk,Churned proxy,ALL,plus,initial_plan,11,40.74
2026-01-01,2026-04-01,3,Never monetized,Never monetized,ALL,plus,initial_plan,2,100.0
2026-01-01,2026-04-01,3,Active,Active,ALL,start,initial_plan,1085,97.92
2026-01-01,2026-04-01,3,Active,At-risk,ALL,start,initial_plan,23,2.08
2026-01-01,2026-04-01,3,At-risk,Active,ALL,start,initial_plan,5,5.05
2026-01-01,2026-04-01,3,At-risk,At-risk,ALL,start,initial_plan,51,51.52
2026-01-01,2026-04-01,3,At-risk,Churned proxy,ALL,start,initial_plan,43,43.43
2026-01-01,2026-04-01,3,Never monetized,Never monetized,ALL,start,initial_plan,4,100.0
2026-01-01,2026-04-01,3,Active,Active,ALL,ALL,overall,2446,97.18
2026-01-01,2026-04-01,3,Active,At-risk,ALL,ALL,overall,71,2.82
2026-01-01,2026-04-01,3,At-risk,Active,ALL,ALL,overall,15,6.73
2026-01-01,2026-04-01,3,At-risk,At-risk,ALL,ALL,overall,118,52.91
2026-01-01,2026-04-01,3,At-risk,Churned proxy,ALL,ALL,overall,90,40.36
2026-01-01,2026-04-01,3,Never monetized,Active,ALL,ALL,overall,1,9.09
2026-01-01,2026-04-01,3,Never monetized,Never monetized,ALL,ALL,overall,10,90.91
2026-01-01,2026-04-01,3,Active,Active,Automobile_Trade_Repair,ALL,persona,114,96.61
2026-01-01,2026-04-01,3,Active,At-risk,Automobile_Trade_Repair,ALL,persona,4,3.39
2026-01-01,2026-04-01,3,At-risk,At-risk,Automobile_Trade_Repair,ALL,persona,5,62.5
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Automobile_Trade_Repair,ALL,persona,3,37.5
2026-01-01,2026-04-01,3,Active,Active,BTP,ALL,persona,443,97.79
2026-01-01,2026-04-01,3,Active,At-risk,BTP,ALL,persona,10,2.21
2026-01-01,2026-04-01,3,At-risk,Active,BTP,ALL,persona,3,8.33
2026-01-01,2026-04-01,3,At-risk,At-risk,BTP,ALL,persona,21,58.33
2026-01-01,2026-04-01,3,At-risk,Churned proxy,BTP,ALL,persona,12,33.33
2026-01-01,2026-04-01,3,Never monetized,Never monetized,BTP,ALL,persona,2,100.0
2026-01-01,2026-04-01,3,Active,Active,Bankers_Insurance,ALL,persona,44,95.65
2026-01-01,2026-04-01,3,Active,At-risk,Bankers_Insurance,ALL,persona,2,4.35
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Bankers_Insurance,ALL,persona,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Bikers_Drivers,ALL,persona,127,96.21
2026-01-01,2026-04-01,3,Active,At-risk,Bikers_Drivers,ALL,persona,5,3.79
2026-01-01,2026-04-01,3,At-risk,At-risk,Bikers_Drivers,ALL,persona,9,42.86
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Bikers_Drivers,ALL,persona,12,57.14
2026-01-01,2026-04-01,3,Never monetized,Never monetized,Bikers_Drivers,ALL,persona,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Cleaning_CallCenters,ALL,persona,11,100.0
2026-01-01,2026-04-01,3,Active,Active,Consultant,ALL,persona,443,97.79
2026-01-01,2026-04-01,3,Active,At-risk,Consultant,ALL,persona,10,2.21
2026-01-01,2026-04-01,3,At-risk,Active,Consultant,ALL,persona,2,5.88
2026-01-01,2026-04-01,3,At-risk,At-risk,Consultant,ALL,persona,19,55.88
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Consultant,ALL,persona,13,38.24
2026-01-01,2026-04-01,3,Never monetized,Never monetized,Consultant,ALL,persona,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Developer_IT,ALL,persona,187,97.91
2026-01-01,2026-04-01,3,Active,At-risk,Developer_IT,ALL,persona,4,2.09
2026-01-01,2026-04-01,3,At-risk,Active,Developer_IT,ALL,persona,3,16.67
2026-01-01,2026-04-01,3,At-risk,At-risk,Developer_IT,ALL,persona,8,44.44
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Developer_IT,ALL,persona,7,38.89
2026-01-01,2026-04-01,3,Never monetized,Never monetized,Developer_IT,ALL,persona,2,100.0
2026-01-01,2026-04-01,3,Active,Active,Media_Publishing,ALL,persona,97,97.0
2026-01-01,2026-04-01,3,Active,At-risk,Media_Publishing,ALL,persona,3,3.0
2026-01-01,2026-04-01,3,At-risk,Active,Media_Publishing,ALL,persona,1,33.33
2026-01-01,2026-04-01,3,At-risk,At-risk,Media_Publishing,ALL,persona,1,33.33
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Media_Publishing,ALL,persona,1,33.33
2026-01-01,2026-04-01,3,Never monetized,Active,Media_Publishing,ALL,persona,1,50.0
2026-01-01,2026-04-01,3,Never monetized,Never monetized,Media_Publishing,ALL,persona,1,50.0
2026-01-01,2026-04-01,3,Active,Active,Medical_Professionals,ALL,persona,28,96.55
2026-01-01,2026-04-01,3,Active,At-risk,Medical_Professionals,ALL,persona,1,3.45
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Medical_Professionals,ALL,persona,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Others,ALL,persona,381,96.46
2026-01-01,2026-04-01,3,Active,At-risk,Others,ALL,persona,14,3.54
2026-01-01,2026-04-01,3,At-risk,Active,Others,ALL,persona,3,7.32
2026-01-01,2026-04-01,3,At-risk,At-risk,Others,ALL,persona,26,63.41
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Others,ALL,persona,12,29.27
2026-01-01,2026-04-01,3,Never monetized,Never monetized,Others,ALL,persona,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Professeur,ALL,persona,82,98.8
2026-01-01,2026-04-01,3,Active,At-risk,Professeur,ALL,persona,1,1.2
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Professeur,ALL,persona,3,100.0
2026-01-01,2026-04-01,3,Active,Active,Repair,ALL,persona,21,91.3
2026-01-01,2026-04-01,3,Active,At-risk,Repair,ALL,persona,2,8.7
2026-01-01,2026-04-01,3,At-risk,At-risk,Repair,ALL,persona,2,50.0
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Repair,ALL,persona,2,50.0
2026-01-01,2026-04-01,3,Active,Active,Repair_Installation,ALL,persona,13,100.0
2026-01-01,2026-04-01,3,Active,Active,Restauration,ALL,persona,67,95.71
2026-01-01,2026-04-01,3,Active,At-risk,Restauration,ALL,persona,3,4.29
2026-01-01,2026-04-01,3,At-risk,Active,Restauration,ALL,persona,1,14.29
2026-01-01,2026-04-01,3,At-risk,At-risk,Restauration,ALL,persona,3,42.86
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Restauration,ALL,persona,3,42.86
2026-01-01,2026-04-01,3,Never monetized,Never monetized,Restauration,ALL,persona,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Retail,ALL,persona,338,96.85
2026-01-01,2026-04-01,3,Active,At-risk,Retail,ALL,persona,11,3.15
2026-01-01,2026-04-01,3,At-risk,Active,Retail,ALL,persona,2,5.13
2026-01-01,2026-04-01,3,At-risk,At-risk,Retail,ALL,persona,20,51.28
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Retail,ALL,persona,17,43.59
2026-01-01,2026-04-01,3,Never monetized,Never monetized,Retail,ALL,persona,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Wholesale,ALL,persona,50,98.04
2026-01-01,2026-04-01,3,Active,At-risk,Wholesale,ALL,persona,1,1.96
2026-01-01,2026-04-01,3,At-risk,At-risk,Wholesale,ALL,persona,4,57.14
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Wholesale,ALL,persona,3,42.86
2026-01-01,2026-04-01,3,Active,Active,Automobile_Trade_Repair,business,persona_x_initial_plan,3,100.0
2026-01-01,2026-04-01,3,Active,Active,Automobile_Trade_Repair,free,persona_x_initial_plan,38,95.0
2026-01-01,2026-04-01,3,Active,At-risk,Automobile_Trade_Repair,free,persona_x_initial_plan,2,5.0
2026-01-01,2026-04-01,3,At-risk,At-risk,Automobile_Trade_Repair,free,persona_x_initial_plan,2,100.0
2026-01-01,2026-04-01,3,Active,Active,Automobile_Trade_Repair,plus,persona_x_initial_plan,32,94.12
2026-01-01,2026-04-01,3,Active,At-risk,Automobile_Trade_Repair,plus,persona_x_initial_plan,2,5.88
2026-01-01,2026-04-01,3,At-risk,At-risk,Automobile_Trade_Repair,plus,persona_x_initial_plan,2,66.67
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Automobile_Trade_Repair,plus,persona_x_initial_plan,1,33.33
2026-01-01,2026-04-01,3,Active,Active,Automobile_Trade_Repair,start,persona_x_initial_plan,41,100.0
2026-01-01,2026-04-01,3,At-risk,At-risk,Automobile_Trade_Repair,start,persona_x_initial_plan,1,33.33
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Automobile_Trade_Repair,start,persona_x_initial_plan,2,66.67
2026-01-01,2026-04-01,3,Active,Active,BTP,business,persona_x_initial_plan,14,100.0
2026-01-01,2026-04-01,3,At-risk,Churned proxy,BTP,business,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,BTP,free,persona_x_initial_plan,170,97.7
2026-01-01,2026-04-01,3,Active,At-risk,BTP,free,persona_x_initial_plan,4,2.3
2026-01-01,2026-04-01,3,At-risk,Active,BTP,free,persona_x_initial_plan,3,20.0
2026-01-01,2026-04-01,3,At-risk,At-risk,BTP,free,persona_x_initial_plan,7,46.67
2026-01-01,2026-04-01,3,At-risk,Churned proxy,BTP,free,persona_x_initial_plan,5,33.33
2026-01-01,2026-04-01,3,Never monetized,Never monetized,BTP,free,persona_x_initial_plan,2,100.0
2026-01-01,2026-04-01,3,Active,Active,BTP,plus,persona_x_initial_plan,84,96.55
2026-01-01,2026-04-01,3,Active,At-risk,BTP,plus,persona_x_initial_plan,3,3.45
2026-01-01,2026-04-01,3,At-risk,At-risk,BTP,plus,persona_x_initial_plan,3,75.0
2026-01-01,2026-04-01,3,At-risk,Churned proxy,BTP,plus,persona_x_initial_plan,1,25.0
2026-01-01,2026-04-01,3,Active,Active,BTP,start,persona_x_initial_plan,175,98.31
2026-01-01,2026-04-01,3,Active,At-risk,BTP,start,persona_x_initial_plan,3,1.69
2026-01-01,2026-04-01,3,At-risk,At-risk,BTP,start,persona_x_initial_plan,11,68.75
2026-01-01,2026-04-01,3,At-risk,Churned proxy,BTP,start,persona_x_initial_plan,5,31.25
2026-01-01,2026-04-01,3,Active,Active,Bankers_Insurance,free,persona_x_initial_plan,26,100.0
2026-01-01,2026-04-01,3,Active,Active,Bankers_Insurance,plus,persona_x_initial_plan,3,100.0
2026-01-01,2026-04-01,3,Active,Active,Bankers_Insurance,start,persona_x_initial_plan,15,88.24
2026-01-01,2026-04-01,3,Active,At-risk,Bankers_Insurance,start,persona_x_initial_plan,2,11.76
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Bankers_Insurance,start,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Bikers_Drivers,business,persona_x_initial_plan,6,100.0
2026-01-01,2026-04-01,3,At-risk,At-risk,Bikers_Drivers,business,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Bikers_Drivers,free,persona_x_initial_plan,39,100.0
2026-01-01,2026-04-01,3,At-risk,At-risk,Bikers_Drivers,free,persona_x_initial_plan,2,40.0
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Bikers_Drivers,free,persona_x_initial_plan,3,60.0
2026-01-01,2026-04-01,3,Active,Active,Bikers_Drivers,plus,persona_x_initial_plan,15,83.33
2026-01-01,2026-04-01,3,Active,At-risk,Bikers_Drivers,plus,persona_x_initial_plan,3,16.67
2026-01-01,2026-04-01,3,Never monetized,Never monetized,Bikers_Drivers,plus,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Bikers_Drivers,start,persona_x_initial_plan,67,97.1
2026-01-01,2026-04-01,3,Active,At-risk,Bikers_Drivers,start,persona_x_initial_plan,2,2.9
2026-01-01,2026-04-01,3,At-risk,At-risk,Bikers_Drivers,start,persona_x_initial_plan,6,40.0
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Bikers_Drivers,start,persona_x_initial_plan,9,60.0
2026-01-01,2026-04-01,3,Active,Active,Cleaning_CallCenters,free,persona_x_initial_plan,7,100.0
2026-01-01,2026-04-01,3,Active,Active,Cleaning_CallCenters,plus,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Cleaning_CallCenters,start,persona_x_initial_plan,3,100.0
2026-01-01,2026-04-01,3,Active,Active,Consultant,business,persona_x_initial_plan,3,100.0
2026-01-01,2026-04-01,3,At-risk,At-risk,Consultant,business,persona_x_initial_plan,2,100.0
2026-01-01,2026-04-01,3,Active,Active,Consultant,free,persona_x_initial_plan,201,97.1
2026-01-01,2026-04-01,3,Active,At-risk,Consultant,free,persona_x_initial_plan,6,2.9
2026-01-01,2026-04-01,3,At-risk,Active,Consultant,free,persona_x_initial_plan,1,5.56
2026-01-01,2026-04-01,3,At-risk,At-risk,Consultant,free,persona_x_initial_plan,11,61.11
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Consultant,free,persona_x_initial_plan,6,33.33
2026-01-01,2026-04-01,3,Never monetized,Never monetized,Consultant,free,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Consultant,plus,persona_x_initial_plan,33,97.06
2026-01-01,2026-04-01,3,Active,At-risk,Consultant,plus,persona_x_initial_plan,1,2.94
2026-01-01,2026-04-01,3,At-risk,At-risk,Consultant,plus,persona_x_initial_plan,2,50.0
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Consultant,plus,persona_x_initial_plan,2,50.0
2026-01-01,2026-04-01,3,Active,Active,Consultant,start,persona_x_initial_plan,206,98.56
2026-01-01,2026-04-01,3,Active,At-risk,Consultant,start,persona_x_initial_plan,3,1.44
2026-01-01,2026-04-01,3,At-risk,Active,Consultant,start,persona_x_initial_plan,1,10.0
2026-01-01,2026-04-01,3,At-risk,At-risk,Consultant,start,persona_x_initial_plan,4,40.0
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Consultant,start,persona_x_initial_plan,5,50.0
2026-01-01,2026-04-01,3,Active,Active,Developer_IT,business,persona_x_initial_plan,5,100.0
2026-01-01,2026-04-01,3,Active,Active,Developer_IT,free,persona_x_initial_plan,81,97.59
2026-01-01,2026-04-01,3,Active,At-risk,Developer_IT,free,persona_x_initial_plan,2,2.41
2026-01-01,2026-04-01,3,At-risk,Active,Developer_IT,free,persona_x_initial_plan,1,10.0
2026-01-01,2026-04-01,3,At-risk,At-risk,Developer_IT,free,persona_x_initial_plan,4,40.0
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Developer_IT,free,persona_x_initial_plan,5,50.0
2026-01-01,2026-04-01,3,Active,Active,Developer_IT,plus,persona_x_initial_plan,19,95.0
2026-01-01,2026-04-01,3,Active,At-risk,Developer_IT,plus,persona_x_initial_plan,1,5.0
2026-01-01,2026-04-01,3,At-risk,At-risk,Developer_IT,plus,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Never monetized,Never monetized,Developer_IT,plus,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Developer_IT,start,persona_x_initial_plan,82,98.8
2026-01-01,2026-04-01,3,Active,At-risk,Developer_IT,start,persona_x_initial_plan,1,1.2
2026-01-01,2026-04-01,3,At-risk,Active,Developer_IT,start,persona_x_initial_plan,2,28.57
2026-01-01,2026-04-01,3,At-risk,At-risk,Developer_IT,start,persona_x_initial_plan,3,42.86
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Developer_IT,start,persona_x_initial_plan,2,28.57
2026-01-01,2026-04-01,3,Never monetized,Never monetized,Developer_IT,start,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Media_Publishing,free,persona_x_initial_plan,38,97.44
2026-01-01,2026-04-01,3,Active,At-risk,Media_Publishing,free,persona_x_initial_plan,1,2.56
2026-01-01,2026-04-01,3,At-risk,Active,Media_Publishing,free,persona_x_initial_plan,1,33.33
2026-01-01,2026-04-01,3,At-risk,At-risk,Media_Publishing,free,persona_x_initial_plan,1,33.33
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Media_Publishing,free,persona_x_initial_plan,1,33.33
2026-01-01,2026-04-01,3,Never monetized,Active,Media_Publishing,free,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Media_Publishing,plus,persona_x_initial_plan,6,100.0
2026-01-01,2026-04-01,3,Active,Active,Media_Publishing,start,persona_x_initial_plan,53,96.36
2026-01-01,2026-04-01,3,Active,At-risk,Media_Publishing,start,persona_x_initial_plan,2,3.64
2026-01-01,2026-04-01,3,Never monetized,Never monetized,Media_Publishing,start,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Medical_Professionals,free,persona_x_initial_plan,8,88.89
2026-01-01,2026-04-01,3,Active,At-risk,Medical_Professionals,free,persona_x_initial_plan,1,11.11
2026-01-01,2026-04-01,3,Active,Active,Medical_Professionals,plus,persona_x_initial_plan,2,100.0
2026-01-01,2026-04-01,3,Active,Active,Medical_Professionals,start,persona_x_initial_plan,18,100.0
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Medical_Professionals,start,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Others,business,persona_x_initial_plan,5,71.43
2026-01-01,2026-04-01,3,Active,At-risk,Others,business,persona_x_initial_plan,2,28.57
2026-01-01,2026-04-01,3,At-risk,At-risk,Others,business,persona_x_initial_plan,2,66.67
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Others,business,persona_x_initial_plan,1,33.33
2026-01-01,2026-04-01,3,Active,Active,Others,free,persona_x_initial_plan,166,96.51
2026-01-01,2026-04-01,3,Active,At-risk,Others,free,persona_x_initial_plan,6,3.49
2026-01-01,2026-04-01,3,At-risk,Active,Others,free,persona_x_initial_plan,1,8.33
2026-01-01,2026-04-01,3,At-risk,At-risk,Others,free,persona_x_initial_plan,8,66.67
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Others,free,persona_x_initial_plan,3,25.0
2026-01-01,2026-04-01,3,Never monetized,Never monetized,Others,free,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Others,plus,persona_x_initial_plan,49,96.08
2026-01-01,2026-04-01,3,Active,At-risk,Others,plus,persona_x_initial_plan,2,3.92
2026-01-01,2026-04-01,3,At-risk,At-risk,Others,plus,persona_x_initial_plan,3,50.0
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Others,plus,persona_x_initial_plan,3,50.0
2026-01-01,2026-04-01,3,Active,Active,Others,start,persona_x_initial_plan,161,97.58
2026-01-01,2026-04-01,3,Active,At-risk,Others,start,persona_x_initial_plan,4,2.42
2026-01-01,2026-04-01,3,At-risk,Active,Others,start,persona_x_initial_plan,2,10.0
2026-01-01,2026-04-01,3,At-risk,At-risk,Others,start,persona_x_initial_plan,13,65.0
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Others,start,persona_x_initial_plan,5,25.0
2026-01-01,2026-04-01,3,Active,Active,Professeur,business,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Professeur,free,persona_x_initial_plan,38,97.44
2026-01-01,2026-04-01,3,Active,At-risk,Professeur,free,persona_x_initial_plan,1,2.56
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Professeur,free,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Professeur,plus,persona_x_initial_plan,3,100.0
2026-01-01,2026-04-01,3,Active,Active,Professeur,start,persona_x_initial_plan,40,100.0
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Professeur,start,persona_x_initial_plan,2,100.0
2026-01-01,2026-04-01,3,Active,Active,Repair,free,persona_x_initial_plan,12,85.71
2026-01-01,2026-04-01,3,Active,At-risk,Repair,free,persona_x_initial_plan,2,14.29
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Repair,free,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Repair,plus,persona_x_initial_plan,2,100.0
2026-01-01,2026-04-01,3,At-risk,At-risk,Repair,plus,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Repair,start,persona_x_initial_plan,7,100.0
2026-01-01,2026-04-01,3,At-risk,At-risk,Repair,start,persona_x_initial_plan,1,50.0
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Repair,start,persona_x_initial_plan,1,50.0
2026-01-01,2026-04-01,3,Active,Active,Repair_Installation,free,persona_x_initial_plan,3,100.0
2026-01-01,2026-04-01,3,Active,Active,Repair_Installation,plus,persona_x_initial_plan,3,100.0
2026-01-01,2026-04-01,3,Active,Active,Repair_Installation,start,persona_x_initial_plan,7,100.0
2026-01-01,2026-04-01,3,Active,Active,Restauration,business,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Restauration,free,persona_x_initial_plan,23,92.0
2026-01-01,2026-04-01,3,Active,At-risk,Restauration,free,persona_x_initial_plan,2,8.0
2026-01-01,2026-04-01,3,At-risk,Active,Restauration,free,persona_x_initial_plan,1,33.33
2026-01-01,2026-04-01,3,At-risk,At-risk,Restauration,free,persona_x_initial_plan,1,33.33
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Restauration,free,persona_x_initial_plan,1,33.33
2026-01-01,2026-04-01,3,Active,Active,Restauration,plus,persona_x_initial_plan,13,92.86
2026-01-01,2026-04-01,3,Active,At-risk,Restauration,plus,persona_x_initial_plan,1,7.14
2026-01-01,2026-04-01,3,At-risk,At-risk,Restauration,plus,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Restauration,start,persona_x_initial_plan,30,100.0
2026-01-01,2026-04-01,3,At-risk,At-risk,Restauration,start,persona_x_initial_plan,1,33.33
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Restauration,start,persona_x_initial_plan,2,66.67
2026-01-01,2026-04-01,3,Never monetized,Never monetized,Restauration,start,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Retail,business,persona_x_initial_plan,3,100.0
2026-01-01,2026-04-01,3,At-risk,At-risk,Retail,business,persona_x_initial_plan,2,100.0
2026-01-01,2026-04-01,3,Active,Active,Retail,free,persona_x_initial_plan,139,97.2
2026-01-01,2026-04-01,3,Active,At-risk,Retail,free,persona_x_initial_plan,4,2.8
2026-01-01,2026-04-01,3,At-risk,Active,Retail,free,persona_x_initial_plan,2,12.5
2026-01-01,2026-04-01,3,At-risk,At-risk,Retail,free,persona_x_initial_plan,7,43.75
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Retail,free,persona_x_initial_plan,7,43.75
2026-01-01,2026-04-01,3,Active,Active,Retail,plus,persona_x_initial_plan,40,97.56
2026-01-01,2026-04-01,3,Active,At-risk,Retail,plus,persona_x_initial_plan,1,2.44
2026-01-01,2026-04-01,3,At-risk,At-risk,Retail,plus,persona_x_initial_plan,2,40.0
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Retail,plus,persona_x_initial_plan,3,60.0
2026-01-01,2026-04-01,3,Active,Active,Retail,start,persona_x_initial_plan,156,96.3
2026-01-01,2026-04-01,3,Active,At-risk,Retail,start,persona_x_initial_plan,6,3.7
2026-01-01,2026-04-01,3,At-risk,At-risk,Retail,start,persona_x_initial_plan,9,56.25
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Retail,start,persona_x_initial_plan,7,43.75
2026-01-01,2026-04-01,3,Never monetized,Never monetized,Retail,start,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Wholesale,business,persona_x_initial_plan,1,100.0
2026-01-01,2026-04-01,3,Active,Active,Wholesale,free,persona_x_initial_plan,16,94.12
2026-01-01,2026-04-01,3,Active,At-risk,Wholesale,free,persona_x_initial_plan,1,5.88
2026-01-01,2026-04-01,3,At-risk,At-risk,Wholesale,free,persona_x_initial_plan,1,50.0
2026-01-01,2026-04-01,3,At-risk,Churned proxy,Wholesale,free,persona_x_initial_plan,1,50.0
2026-01-01,2026-04-01,3,Active,Active,Wholesale,plus,persona_x_initial_plan,9,100.0
2026-01-01,2026-04-01,3,At-risk,At-risk,Wholesale,plus,persona_x_initial_plan,1,50.0
